id,user_id,product_id,action_type,duration,created_at
30331,162,1016,collect,169,2026-03-04T12:53:02
30332,107,1489,view,300,2026-03-04T12:53:02
30333,76,1469,view,34,2026-03-04T12:53:02
30334,166,1205,collect,224,2026-03-04T12:53:02
30335,179,1230,view,295,2026-03-04T12:53:02
30336,194,1271,collect,255,2026-03-04T12:53:02
30337,195,1491,view,111,2026-03-04T12:53:02
30338,140,1279,cart,122,2026-03-04T12:53:02
30339,198,1342,cart,273,2026-03-04T12:53:02
30340,19,1204,view,281,2026-03-04T12:53:02
30341,32,1190,view,197,2026-03-04T12:53:02
30342,184,1081,view,50,2026-03-04T12:53:02
30343,22,1276,collect,175,2026-03-04T12:53:02
30344,154,1450,view,154,2026-03-04T12:53:02
30345,109,1421,collect,27,2026-03-04T12:53:02
30346,22,1052,view,150,2026-03-04T12:53:02
30347,207,1012,purchase,74,2026-03-04T12:53:02
30348,85,1297,cart,61,2026-03-04T12:53:02
30349,209,1365,purchase,136,2026-03-04T12:53:02
30350,127,1218,view,157,2026-03-04T12:53:02
30351,39,1301,view,26,2026-03-04T12:53:02
30352,89,1088,cart,136,2026-03-04T12:53:02
30353,35,1230,collect,262,2026-03-04T12:53:02
30354,201,1490,cart,153,2026-03-04T12:53:02
30355,138,1389,cart,11,2026-03-04T12:53:02
30356,163,1356,cart,173,2026-03-04T12:53:02
30357,70,1237,view,163,2026-03-04T12:53:02
30358,27,1146,view,227,2026-03-04T12:53:02
30359,170,1051,view,193,2026-03-04T12:53:02
30360,147,1465,view,161,2026-03-04T12:53:02
30361,135,1390,purchase,86,2026-03-04T12:53:02
30362,40,1393,view,254,2026-03-04T12:53:02
30363,117,1363,cart,173,2026-03-04T12:53:02
30364,190,1452,cart,53,2026-03-04T12:53:02
30365,42,1225,view,145,2026-03-04T12:53:02
30366,133,1303,cart,152,2026-03-04T12:53:02
30367,25,1203,purchase,199,2026-03-04T12:53:02
30368,100,1361,view,85,2026-03-04T12:53:02
30369,85,1421,view,261,2026-03-04T12:53:02
30370,77,1305,view,233,2026-03-04T12:53:02
30371,32,1034,cart,161,2026-03-04T12:53:02
30372,118,1305,view,125,2026-03-04T12:53:02
30373,104,1074,cart,270,2026-03-04T12:53:02
30374,172,1415,view,222,2026-03-04T12:53:02
30375,45,1408,view,53,2026-03-04T12:53:02
30376,23,1384,view,282,2026-03-04T12:53:02
30377,188,1340,view,173,2026-03-04T12:53:02
30378,170,1359,collect,44,2026-03-04T12:53:02
30379,36,1369,cart,157,2026-03-04T12:53:02
30380,149,1374,view,269,2026-03-04T12:53:02
30381,152,1313,cart,220,2026-03-04T12:53:02
30382,12,1106,cart,84,2026-03-04T12:53:02
30383,77,1093,view,120,2026-03-04T12:53:02
30384,102,1213,cart,139,2026-03-04T12:53:02
30385,195,1191,view,60,2026-03-04T12:53:02
30386,133,1478,view,168,2026-03-04T12:53:02
30387,15,1271,collect,254,2026-03-04T12:53:02
30388,125,1201,view,223,2026-03-04T12:53:02
30389,198,1440,collect,149,2026-03-04T12:53:02
30390,177,1493,cart,177,2026-03-04T12:53:02
30391,192,1447,purchase,227,2026-03-04T12:53:02
30392,79,1053,view,196,2026-03-04T12:53:02
30393,187,1310,purchase,45,2026-03-04T12:53:02
30394,142,1481,view,202,2026-03-04T12:53:02
30395,73,1018,cart,25,2026-03-04T12:53:02
30396,206,1268,cart,117,2026-03-04T12:53:02
30397,175,1035,view,166,2026-03-04T12:53:02
30398,65,1013,purchase,273,2026-03-04T12:53:02
30399,165,1230,view,226,2026-03-04T12:53:02
30400,102,1386,cart,141,2026-03-04T12:53:02
30401,209,1013,collect,31,2026-03-04T12:53:02
30402,127,1248,view,126,2026-03-04T12:53:02
30403,64,1056,view,6,2026-03-04T12:53:02
30404,177,1217,collect,15,2026-03-04T12:53:02
30405,11,1394,view,86,2026-03-04T12:53:02
30406,55,1040,collect,21,2026-03-04T12:53:02
30407,15,1464,cart,107,2026-03-04T12:53:02
30408,13,1360,cart,78,2026-03-04T12:53:02
30409,3,1030,cart,52,2026-03-04T12:53:02
30410,94,1299,collect,285,2026-03-04T12:53:02
30411,33,1188,purchase,26,2026-03-04T12:53:02
30412,72,1324,collect,168,2026-03-04T12:53:02
30413,141,1287,view,157,2026-03-04T12:53:02
30414,54,1193,view,224,2026-03-04T12:53:02
30415,191,1072,cart,234,2026-03-04T12:53:02
30416,76,1105,view,295,2026-03-04T12:53:02
30417,167,1096,view,249,2026-03-04T12:53:02
30418,54,1355,purchase,98,2026-03-04T12:53:02
30419,121,1481,purchase,105,2026-03-04T12:53:02
30420,209,1178,view,98,2026-03-04T12:53:02
30421,68,1414,view,198,2026-03-04T12:53:02
30422,34,1485,view,230,2026-03-04T12:53:02
30424,153,1051,view,249,2026-03-04T12:53:02
30425,21,1300,view,210,2026-03-04T12:53:02
30426,112,1335,collect,119,2026-03-04T12:53:02
30427,121,1177,view,152,2026-03-04T12:53:02
30428,117,1497,collect,252,2026-03-04T12:53:02
30429,182,1217,collect,107,2026-03-04T12:53:02
30430,114,1058,cart,269,2026-03-04T12:53:02
30431,121,1214,cart,293,2026-03-04T12:53:02
30432,118,1389,view,35,2026-03-04T12:53:02
30433,182,1049,view,251,2026-03-04T12:53:02
30434,156,1346,collect,194,2026-03-04T12:53:02
30435,49,1044,collect,145,2026-03-04T12:53:02
30436,89,1496,cart,136,2026-03-04T12:53:02
30437,42,1168,purchase,155,2026-03-04T12:53:02
30438,144,1308,view,189,2026-03-04T12:53:02
30439,158,1165,collect,118,2026-03-04T12:53:02
30440,41,1081,cart,182,2026-03-04T12:53:02
30441,53,1478,view,30,2026-03-04T12:53:02
30442,162,1366,view,208,2026-03-04T12:53:02
30443,146,1465,view,215,2026-03-04T12:53:02
30444,21,1134,purchase,275,2026-03-04T12:53:02
30445,122,1095,view,43,2026-03-04T12:53:02
30446,196,1036,cart,122,2026-03-04T12:53:02
30447,98,1387,view,293,2026-03-04T12:53:02
30448,61,1450,view,164,2026-03-04T12:53:02
30449,183,1030,collect,58,2026-03-04T12:53:02
30450,56,1181,cart,264,2026-03-04T12:53:02
30451,77,1232,collect,20,2026-03-04T12:53:02
30452,40,1077,cart,136,2026-03-04T12:53:02
30453,57,1131,purchase,174,2026-03-04T12:53:02
30454,123,1103,view,30,2026-03-04T12:53:02
30455,75,1011,view,148,2026-03-04T12:53:02
30456,148,1224,view,67,2026-03-04T12:53:02
30457,113,1093,view,273,2026-03-04T12:53:02
30458,42,1149,view,79,2026-03-04T12:53:02
30459,34,1374,view,25,2026-03-04T12:53:02
30460,131,1075,view,191,2026-03-04T12:53:02
30461,38,1065,cart,298,2026-03-04T12:53:02
30462,206,1188,view,19,2026-03-04T12:53:02
30463,150,1118,view,222,2026-03-04T12:53:02
30464,152,1352,collect,231,2026-03-04T12:53:02
30465,41,1413,view,141,2026-03-04T12:53:02
30466,158,1077,collect,46,2026-03-04T12:53:02
30467,94,1449,view,264,2026-03-04T12:53:02
30468,44,1495,collect,56,2026-03-04T12:53:02
30469,32,1110,view,49,2026-03-04T12:53:02
30470,49,1204,view,209,2026-03-04T12:53:02
30471,200,1157,cart,203,2026-03-04T12:53:02
30472,94,1363,view,235,2026-03-04T12:53:02
30473,104,1123,view,187,2026-03-04T12:53:02
30474,119,1332,view,7,2026-03-04T12:53:02
30475,119,1377,view,11,2026-03-04T12:53:02
30476,172,1153,purchase,187,2026-03-04T12:53:02
30477,159,1341,cart,216,2026-03-04T12:53:02
30478,18,1459,view,165,2026-03-04T12:53:02
30479,114,1280,view,48,2026-03-04T12:53:02
30480,186,1469,view,18,2026-03-04T12:53:02
30482,126,1248,cart,160,2026-03-04T12:53:02
30483,94,1097,view,72,2026-03-04T12:53:02
30484,166,1054,cart,49,2026-03-04T12:53:02
30485,150,1378,collect,84,2026-03-04T12:53:02
30486,48,1105,purchase,64,2026-03-04T12:53:02
30487,165,1268,purchase,65,2026-03-04T12:53:02
30488,175,1327,purchase,37,2026-03-04T12:53:02
30489,153,1348,view,30,2026-03-04T12:53:02
30490,88,1383,view,39,2026-03-04T12:53:02
30491,169,1051,purchase,73,2026-03-04T12:53:02
30492,128,1052,cart,77,2026-03-04T12:53:02
30493,54,1490,purchase,161,2026-03-04T12:53:02
30494,89,1040,collect,260,2026-03-04T12:53:02
30495,47,1213,purchase,294,2026-03-04T12:53:02
30496,132,1039,view,260,2026-03-04T12:53:02
30497,75,1304,cart,165,2026-03-04T12:53:02
30498,190,1055,collect,100,2026-03-04T12:53:02
30499,131,1036,cart,233,2026-03-04T12:53:02
30500,142,1412,view,87,2026-03-04T12:53:02
30501,137,1040,cart,297,2026-03-04T12:53:02
30502,137,1297,view,83,2026-03-04T12:53:02
30503,161,1269,cart,70,2026-03-04T12:53:02
30504,180,1140,view,89,2026-03-04T12:53:02
30505,11,1348,view,189,2026-03-04T12:53:02
30506,41,1458,cart,167,2026-03-04T12:53:02
30507,113,1278,cart,282,2026-03-04T12:53:02
30508,177,1420,view,201,2026-03-04T12:53:02
30509,92,1388,view,69,2026-03-04T12:53:02
30510,159,1273,view,63,2026-03-04T12:53:02
30511,74,1216,view,214,2026-03-04T12:53:02
30512,146,1365,view,129,2026-03-04T12:53:02
30513,131,1269,view,260,2026-03-04T12:53:02
30514,130,1070,view,203,2026-03-04T12:53:02
30515,9,1359,view,77,2026-03-04T12:53:02
30516,71,1132,collect,130,2026-03-04T12:53:02
30517,59,1260,view,120,2026-03-04T12:53:02
30518,19,1176,view,194,2026-03-04T12:53:02
30519,153,1349,view,7,2026-03-04T12:53:02
30520,91,1157,view,161,2026-03-04T12:53:02
30521,98,1476,view,20,2026-03-04T12:53:02
30522,64,1384,view,55,2026-03-04T12:53:02
30523,154,1379,view,130,2026-03-04T12:53:02
30524,45,1438,collect,165,2026-03-04T12:53:02
30525,9,1175,view,56,2026-03-04T12:53:02
30526,139,1095,collect,22,2026-03-04T12:53:02
30527,129,1091,collect,109,2026-03-04T12:53:02
30528,91,1359,cart,258,2026-03-04T12:53:02
30529,108,1153,view,41,2026-03-04T12:53:02
30530,181,1051,view,209,2026-03-04T12:53:02
30531,79,1178,view,98,2026-03-04T12:53:02
30532,60,1085,cart,39,2026-03-04T12:53:02
30533,146,1227,view,214,2026-03-04T12:53:02
30534,205,1053,view,12,2026-03-04T12:53:02
30535,194,1257,collect,46,2026-03-04T12:53:02
30536,73,1357,view,253,2026-03-04T12:53:02
30537,50,1437,cart,84,2026-03-04T12:53:02
30538,167,1334,view,12,2026-03-04T12:53:02
30539,88,1123,view,29,2026-03-04T12:53:02
30540,203,1082,view,121,2026-03-04T12:53:02
30541,207,1220,cart,72,2026-03-04T12:53:02
30542,61,1069,view,199,2026-03-04T12:53:02
30543,119,1461,cart,10,2026-03-04T12:53:02
30544,162,1128,view,40,2026-03-04T12:53:02
30545,138,1407,view,122,2026-03-04T12:53:02
30546,68,1259,collect,232,2026-03-04T12:53:02
30547,15,1016,view,163,2026-03-04T12:53:02
30548,63,1344,cart,233,2026-03-04T12:53:02
30549,181,1135,collect,98,2026-03-04T12:53:02
30550,56,1377,view,297,2026-03-04T12:53:02
30551,17,1275,view,160,2026-03-04T12:53:02
30552,22,1431,collect,91,2026-03-04T12:53:02
30553,173,1296,cart,261,2026-03-04T12:53:02
30554,142,1316,view,282,2026-03-04T12:53:02
30555,20,1330,view,161,2026-03-04T12:53:02
30556,113,1443,collect,129,2026-03-04T12:53:02
30557,197,1155,cart,199,2026-03-04T12:53:02
30558,131,1028,collect,57,2026-03-04T12:53:02
30559,39,1352,collect,193,2026-03-04T12:53:02
30560,93,1235,view,91,2026-03-04T12:53:02
30561,139,1180,view,79,2026-03-04T12:53:02
30562,180,1129,cart,7,2026-03-04T12:53:02
30563,5,1214,collect,129,2026-03-04T12:53:02
30564,68,1476,view,166,2026-03-04T12:53:02
30565,10,1333,collect,239,2026-03-04T12:53:02
30566,190,1377,collect,65,2026-03-04T12:53:02
30567,124,1291,cart,221,2026-03-04T12:53:02
30568,4,1421,collect,140,2026-03-04T12:53:02
30569,191,1318,view,7,2026-03-04T12:53:02
30570,12,1174,view,239,2026-03-04T12:53:02
30571,35,1408,cart,52,2026-03-04T12:53:02
30572,84,1344,view,237,2026-03-04T12:53:02
30573,135,1135,collect,247,2026-03-04T12:53:02
30574,142,1112,view,300,2026-03-04T12:53:02
30575,7,1352,view,31,2026-03-04T12:53:02
30576,19,1299,purchase,29,2026-03-04T12:53:02
30577,22,1182,view,245,2026-03-04T12:53:02
30578,209,1220,cart,206,2026-03-04T12:53:02
30579,114,1439,purchase,34,2026-03-04T12:53:02
30580,125,1303,view,248,2026-03-04T12:53:02
30581,187,1459,view,280,2026-03-04T12:53:02
30582,14,1449,purchase,236,2026-03-04T12:53:02
30583,124,1470,collect,240,2026-03-04T12:53:02
30584,31,1013,collect,182,2026-03-04T12:53:02
30585,65,1314,view,281,2026-03-04T12:53:02
30586,120,1021,purchase,47,2026-03-04T12:53:02
30587,161,1129,collect,151,2026-03-04T12:53:02
30588,59,1311,view,227,2026-03-04T12:53:02
30589,173,1336,cart,111,2026-03-04T12:53:02
30590,203,1244,view,155,2026-03-04T12:53:02
30591,186,1081,cart,192,2026-03-04T12:53:02
30592,82,1430,cart,33,2026-03-04T12:53:02
30593,57,1018,view,239,2026-03-04T12:53:02
30594,52,1300,cart,90,2026-03-04T12:53:02
30595,119,1373,view,297,2026-03-04T12:53:02
30596,209,1468,collect,268,2026-03-04T12:53:02
30597,65,1145,collect,66,2026-03-04T12:53:02
30598,192,1144,view,123,2026-03-04T12:53:02
30599,15,1088,view,65,2026-03-04T12:53:02
30600,147,1356,view,21,2026-03-04T12:53:02
30601,16,1078,collect,24,2026-03-04T12:53:02
30602,191,1295,collect,43,2026-03-04T12:53:02
30603,151,1460,collect,12,2026-03-04T12:53:02
30604,188,1355,view,81,2026-03-04T12:53:02
30605,201,1478,view,214,2026-03-04T12:53:02
30606,6,1402,collect,199,2026-03-04T12:53:02
30607,119,1105,view,88,2026-03-04T12:53:02
30608,13,1347,cart,185,2026-03-04T12:53:02
30609,119,1149,cart,223,2026-03-04T12:53:02
30610,57,1297,view,44,2026-03-04T12:53:02
30611,175,1074,view,93,2026-03-04T12:53:02
30612,18,1039,view,70,2026-03-04T12:53:02
30613,98,1079,collect,40,2026-03-04T12:53:02
30614,181,1015,view,152,2026-03-04T12:53:02
30615,13,1318,view,166,2026-03-04T12:53:02
30616,76,1272,collect,224,2026-03-04T12:53:02
30617,101,1404,view,143,2026-03-04T12:53:02
30618,79,1214,cart,211,2026-03-04T12:53:02
30619,55,1249,cart,237,2026-03-04T12:53:02
30620,31,1087,collect,202,2026-03-04T12:53:02
30621,10,1287,view,258,2026-03-04T12:53:02
30622,34,1460,cart,155,2026-03-04T12:53:02
30623,200,1435,collect,179,2026-03-04T12:53:02
30624,141,1313,view,200,2026-03-04T12:53:02
30625,117,1154,purchase,248,2026-03-04T12:53:02
30626,50,1372,view,286,2026-03-04T12:53:02
30627,146,1202,collect,99,2026-03-04T12:53:02
30628,166,1204,collect,182,2026-03-04T12:53:02
30629,107,1213,cart,99,2026-03-04T12:53:02
30630,75,1299,cart,185,2026-03-04T12:53:02
30631,182,1127,view,271,2026-03-04T12:53:02
30632,194,1443,view,132,2026-03-04T12:53:02
30633,207,1193,view,103,2026-03-04T12:53:02
30634,117,1044,view,72,2026-03-04T12:53:02
30635,51,1332,collect,93,2026-03-04T12:53:02
30636,193,1390,cart,21,2026-03-04T12:53:02
30637,206,1232,collect,69,2026-03-04T12:53:02
30638,36,1030,view,235,2026-03-04T12:53:02
30639,164,1211,view,23,2026-03-04T12:53:02
30640,200,1003,view,216,2026-03-04T12:53:02
30641,47,1252,view,158,2026-03-04T12:53:02
30642,127,1255,purchase,175,2026-03-04T12:53:02
30643,118,1461,view,205,2026-03-04T12:53:02
30644,162,1456,purchase,239,2026-03-04T12:53:02
30645,114,1307,collect,81,2026-03-04T12:53:02
30646,167,1430,view,106,2026-03-04T12:53:02
30647,177,1004,view,275,2026-03-04T12:53:02
30648,79,1020,view,291,2026-03-04T12:53:02
30649,153,1056,collect,48,2026-03-04T12:53:02
30650,18,1061,view,266,2026-03-04T12:53:02
30651,115,1081,collect,292,2026-03-04T12:53:02
30652,171,1227,view,53,2026-03-04T12:53:02
30653,138,1495,purchase,266,2026-03-04T12:53:02
30654,207,1234,view,108,2026-03-04T12:53:02
30655,74,1279,view,290,2026-03-04T12:53:02
30656,89,1039,view,127,2026-03-04T12:53:02
30657,47,1059,cart,235,2026-03-04T12:53:02
30658,84,1475,view,62,2026-03-04T12:53:02
30659,96,1087,cart,262,2026-03-04T12:53:02
30660,7,1253,view,21,2026-03-04T12:53:02
30661,33,1010,view,167,2026-03-04T12:53:02
30662,85,1065,cart,142,2026-03-04T12:53:02
30663,64,1178,view,238,2026-03-04T12:53:02
30664,164,1074,view,253,2026-03-04T12:53:02
30665,118,1200,view,207,2026-03-04T12:53:02
30666,31,1413,collect,95,2026-03-04T12:53:02
30667,7,1062,view,34,2026-03-04T12:53:02
30668,112,1156,cart,84,2026-03-04T12:53:02
30669,159,1480,view,216,2026-03-04T12:53:02
30670,165,1255,cart,180,2026-03-04T12:53:02
30671,161,1128,collect,243,2026-03-04T12:53:02
30672,132,1277,view,201,2026-03-04T12:53:02
30673,35,1465,view,288,2026-03-04T12:53:02
30674,97,1312,purchase,17,2026-03-04T12:53:02
30675,89,1106,purchase,182,2026-03-04T12:53:02
30676,160,1285,collect,214,2026-03-04T12:53:02
30677,182,1082,purchase,194,2026-03-04T12:53:02
30678,54,1456,purchase,26,2026-03-04T12:53:02
30679,117,1058,cart,38,2026-03-04T12:53:02
30680,93,1186,view,49,2026-03-04T12:53:02
30681,14,1493,cart,249,2026-03-04T12:53:02
30682,165,1028,view,297,2026-03-04T12:53:02
30684,64,1143,cart,184,2026-03-04T12:53:02
30685,77,1484,purchase,160,2026-03-04T12:53:02
30686,172,1458,collect,137,2026-03-04T12:53:02
30687,154,1038,view,205,2026-03-04T12:53:02
30688,154,1154,view,252,2026-03-04T12:53:02
30689,200,1074,view,144,2026-03-04T12:53:02
30690,106,1007,cart,203,2026-03-04T12:53:02
30691,53,1280,collect,34,2026-03-04T12:53:02
30692,43,1455,cart,73,2026-03-04T12:53:02
30693,78,1394,view,69,2026-03-04T12:53:02
30694,38,1480,cart,44,2026-03-04T12:53:02
30695,68,1230,cart,271,2026-03-04T12:53:02
30696,44,1130,collect,241,2026-03-04T12:53:02
30697,146,1303,purchase,268,2026-03-04T12:53:02
30698,40,1207,collect,26,2026-03-04T12:53:02
30699,113,1409,cart,32,2026-03-04T12:53:02
30700,66,1284,collect,96,2026-03-04T12:53:02
30701,144,1148,cart,99,2026-03-04T12:53:02
30702,38,1391,view,47,2026-03-04T12:53:02
30703,100,1246,view,135,2026-03-04T12:53:02
30704,86,1198,view,106,2026-03-04T12:53:02
30705,166,1086,cart,23,2026-03-04T12:53:02
30706,11,1126,collect,190,2026-03-04T12:53:02
30707,32,1102,collect,164,2026-03-04T12:53:02
30708,80,1072,view,176,2026-03-04T12:53:02
30709,87,1473,collect,210,2026-03-04T12:53:02
30710,88,1200,collect,266,2026-03-04T12:53:02
30711,200,1362,collect,280,2026-03-04T12:53:02
30712,205,1404,view,39,2026-03-04T12:53:02
30713,147,1164,view,283,2026-03-04T12:53:02
30714,59,1164,collect,147,2026-03-04T12:53:02
30715,93,1024,view,175,2026-03-04T12:53:02
30716,75,1311,view,289,2026-03-04T12:53:02
30717,42,1027,view,102,2026-03-04T12:53:02
30718,103,1500,view,227,2026-03-04T12:53:02
30719,47,1352,cart,44,2026-03-04T12:53:02
30720,199,1299,view,250,2026-03-04T12:53:02
30721,126,1042,cart,75,2026-03-04T12:53:02
30723,43,1212,view,56,2026-03-04T12:53:02
30724,43,1401,collect,13,2026-03-04T12:53:02
30725,50,1123,cart,166,2026-03-04T12:53:02
30726,142,1158,cart,276,2026-03-04T12:53:02
30727,129,1173,view,61,2026-03-04T12:53:02
30728,209,1481,cart,126,2026-03-04T12:53:02
30729,110,1310,view,248,2026-03-04T12:53:02
30730,80,1247,cart,199,2026-03-04T12:53:02
30731,78,1278,view,162,2026-03-04T12:53:02
30732,102,1155,view,147,2026-03-04T12:53:02
30733,12,1400,view,225,2026-03-04T12:53:02
30734,189,1388,view,184,2026-03-04T12:53:02
30735,81,1319,purchase,227,2026-03-04T12:53:02
30736,136,1237,view,40,2026-03-04T12:53:02
30737,54,1189,view,93,2026-03-04T12:53:02
30738,127,1115,view,131,2026-03-04T12:53:02
30739,25,1116,collect,134,2026-03-04T12:53:02
30740,105,1315,purchase,106,2026-03-04T12:53:02
30741,164,1253,view,27,2026-03-04T12:53:02
30742,197,1149,cart,288,2026-03-04T12:53:02
30743,187,1247,purchase,15,2026-03-04T12:53:02
30744,38,1272,view,73,2026-03-04T12:53:02
30745,142,1336,view,14,2026-03-04T12:53:02
30746,113,1146,purchase,224,2026-03-04T12:53:02
30747,95,1378,view,210,2026-03-04T12:53:02
30748,153,1075,cart,122,2026-03-04T12:53:02
30749,82,1498,view,102,2026-03-04T12:53:02
30750,37,1412,view,162,2026-03-04T12:53:02
30751,120,1141,collect,95,2026-03-04T12:53:02
30752,193,1146,collect,85,2026-03-04T12:53:02
30754,55,1287,view,222,2026-03-04T12:53:02
30755,69,1412,view,216,2026-03-04T12:53:02
30756,32,1443,view,192,2026-03-04T12:53:02
30757,121,1153,cart,235,2026-03-04T12:53:02
30758,161,1495,cart,173,2026-03-04T12:53:02
30759,42,1424,collect,156,2026-03-04T12:53:02
30760,66,1323,collect,242,2026-03-04T12:53:02
30761,86,1219,view,32,2026-03-04T12:53:02
30762,133,1377,view,95,2026-03-04T12:53:02
30763,116,1397,view,269,2026-03-04T12:53:02
30764,167,1302,view,188,2026-03-04T12:53:02
30765,37,1424,view,259,2026-03-04T12:53:02
30766,158,1408,view,217,2026-03-04T12:53:02
30767,98,1491,view,50,2026-03-04T12:53:02
30768,133,1223,view,237,2026-03-04T12:53:02
30769,115,1420,cart,203,2026-03-04T12:53:02
30770,55,1115,view,95,2026-03-04T12:53:02
30771,149,1337,collect,77,2026-03-04T12:53:02
30772,62,1381,cart,201,2026-03-04T12:53:02
30773,89,1207,view,62,2026-03-04T12:53:02
30774,178,1233,view,72,2026-03-04T12:53:02
30775,103,1124,purchase,33,2026-03-04T12:53:02
30776,138,1085,view,52,2026-03-04T12:53:02
30777,153,1090,cart,81,2026-03-04T12:53:02
30778,102,1075,view,188,2026-03-04T12:53:02
30779,62,1477,cart,222,2026-03-04T12:53:02
30780,39,1352,cart,231,2026-03-04T12:53:02
30781,85,1172,view,271,2026-03-04T12:53:02
30782,64,1108,view,197,2026-03-04T12:53:02
30784,6,1345,collect,157,2026-03-04T12:53:02
30785,152,1059,view,85,2026-03-04T12:53:02
30786,68,1398,view,52,2026-03-04T12:53:02
30787,119,1336,view,134,2026-03-04T12:53:02
30788,153,1364,view,30,2026-03-04T12:53:02
30789,171,1175,collect,89,2026-03-04T12:53:02
30790,105,1242,purchase,236,2026-03-04T12:53:02
30791,149,1467,collect,173,2026-03-04T12:53:02
30792,194,1440,collect,200,2026-03-04T12:53:02
30793,70,1268,cart,227,2026-03-04T12:53:02
30794,85,1201,view,46,2026-03-04T12:53:02
30795,143,1437,view,56,2026-03-04T12:53:02
30796,66,1109,view,58,2026-03-04T12:53:02
30797,168,1395,view,124,2026-03-04T12:53:02
30798,61,1475,view,148,2026-03-04T12:53:02
30799,15,1163,cart,88,2026-03-04T12:53:02
30800,191,1070,cart,138,2026-03-04T12:53:02
30801,68,1145,collect,234,2026-03-04T12:53:02
30802,81,1483,view,21,2026-03-04T12:53:02
30803,24,1019,collect,50,2026-03-04T12:53:02
30804,135,1224,view,40,2026-03-04T12:53:02
30805,19,1438,view,249,2026-03-04T12:53:02
30806,117,1076,view,285,2026-03-04T12:53:02
